0.00.054.622 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.297.651 W srv  llama_server: -----------------
0.00.297.653 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.297.653 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.297.654 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.297.654 W srv  llama_server: -----------------
0.00.298.904 I srv    load_model: loading model '/mnt/ai/models/qwen36-27b-mtp-gguf/Qwen3.6-27B-MTP-Q5_K_M.gguf'
0.01.092.063 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 999, abort
0.02.943.698 I cmn          init: llama threadpool init, n_threads = 12
0.02.993.940 I common_speculative_init_result: creating MTP draft context against the target model '/mnt/ai/models/qwen36-27b-mtp-gguf/Qwen3.6-27B-MTP-Q5_K_M.gguf'
0.03.047.192 I srv    load_model: initializing, n_slots = 6, n_ctx_slot = 16384, kv_unified = 'false'
0.03.082.748 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.082.792 I srv  llama_server: model loaded
0.03.082.796 I srv  llama_server: listening on http://127.0.0.1:8151
0.06.009.516 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = -1
6.33.215.618 I slot print_timing: id  5 | task 7519 | n_gen =   1225, tg =  44.85 t/s, tg_3s =  46.26 t/s
6.36.180.035 I slot print_timing: id  0 | task 7516 | n_gen =   1451, tg =  47.93 t/s, tg_3s =  51.68 t/s
6.36.180.381 I slot print_timing: id  1 | task 7522 | n_gen =   1529, tg =  50.50 t/s, tg_3s =  51.02 t/s
6.36.180.710 I slot print_timing: id  2 | task 7520 | n_gen =   1426, tg =  47.10 t/s, tg_3s =  49.37 t/s
6.36.233.995 I slot print_timing: id  3 | task 7517 | n_gen =   1588, tg =  52.36 t/s, tg_3s =  50.35 t/s
6.36.234.324 I slot print_timing: id  4 | task 7518 | n_gen =   1503, tg =  49.56 t/s, tg_3s =  56.31 t/s
6.36.235.243 I slot print_timing: id  5 | task 7519 | n_gen =   1368, tg =  45.10 t/s, tg_3s =  47.36 t/s
6.39.208.720 I slot print_timing: id  0 | task 7516 | n_gen =   1603, tg =  48.13 t/s, tg_3s =  50.19 t/s
6.39.209.078 I slot print_timing: id  1 | task 7522 | n_gen =   1684, tg =  50.57 t/s, tg_3s =  51.18 t/s
6.39.209.721 I slot print_timing: id  2 | task 7520 | n_gen =   1581, tg =  47.47 t/s, tg_3s =  51.17 t/s
6.39.262.279 I slot print_timing: id  3 | task 7517 | n_gen =   1753, tg =  52.56 t/s, tg_3s =  54.49 t/s
6.39.263.510 I slot print_timing: id  4 | task 7518 | n_gen =   1663, tg =  49.86 t/s, tg_3s =  52.82 t/s
6.39.263.965 I slot print_timing: id  5 | task 7519 | n_gen =   1524, tg =  45.69 t/s, tg_3s =  51.51 t/s
6.42.242.895 I slot print_timing: id  0 | task 7516 | n_gen =   1798, tg =  49.48 t/s, tg_3s =  64.27 t/s
6.42.243.253 I slot print_timing: id  1 | task 7522 | n_gen =   1840, tg =  50.64 t/s, tg_3s =  51.41 t/s
6.42.243.893 I slot print_timing: id  2 | task 7520 | n_gen =   1723, tg =  47.41 t/s, tg_3s =  46.80 t/s
6.42.296.889 I slot print_timing: id  3 | task 7517 | n_gen =   1912, tg =  52.54 t/s, tg_3s =  52.40 t/s
6.42.297.497 I slot print_timing: id  4 | task 7518 | n_gen =   1816, tg =  49.90 t/s, tg_3s =  50.43 t/s
6.42.297.953 I slot print_timing: id  5 | task 7519 | n_gen =   1687, tg =  46.36 t/s, tg_3s =  53.72 t/s
6.45.281.086 I slot print_timing: id  0 | task 7516 | n_gen =   1953, tg =  49.60 t/s, tg_3s =  51.02 t/s
6.45.281.452 I slot print_timing: id  1 | task 7522 | n_gen =   1987, tg =  50.46 t/s, tg_3s =  48.38 t/s
6.45.281.791 I slot print_timing: id  2 | task 7520 | n_gen =   1864, tg =  47.34 t/s, tg_3s =  46.41 t/s
6.45.335.272 I slot print_timing: id  3 | task 7517 | n_gen =   2062, tg =  52.30 t/s, tg_3s =  49.37 t/s
6.45.336.348 I slot print_timing: id  4 | task 7518 | n_gen =   1984, tg =  50.32 t/s, tg_3s =  55.28 t/s
6.45.336.802 I slot print_timing: id  5 | task 7519 | n_gen =   1828, tg =  46.36 t/s, tg_3s =  46.40 t/s
6.48.315.220 I slot print_timing: id  0 | task 7516 | n_gen =   2093, tg =  49.35 t/s, tg_3s =  46.14 t/s
6.48.315.630 I slot print_timing: id  1 | task 7522 | n_gen =   2138, tg =  50.41 t/s, tg_3s =  49.77 t/s
6.48.316.482 I slot print_timing: id  2 | task 7520 | n_gen =   2012, tg =  47.44 t/s, tg_3s =  48.77 t/s
6.48.370.602 I slot print_timing: id  3 | task 7517 | n_gen =   2204, tg =  51.90 t/s, tg_3s =  46.78 t/s
6.48.370.929 I slot print_timing: id  4 | task 7518 | n_gen =   2128, tg =  50.11 t/s, tg_3s =  47.45 t/s
6.48.372.201 I slot print_timing: id  5 | task 7519 | n_gen =   1989, tg =  46.84 t/s, tg_3s =  53.04 t/s
6.51.361.817 I slot print_timing: id  0 | task 7516 | n_gen =   2251, tg =  49.52 t/s, tg_3s =  51.86 t/s
6.51.362.231 I slot print_timing: id  1 | task 7522 | n_gen =   2313, tg =  50.88 t/s, tg_3s =  57.44 t/s
6.51.362.604 I slot print_timing: id  2 | task 7520 | n_gen =   2163, tg =  47.58 t/s, tg_3s =  49.57 t/s
6.51.417.438 I slot print_timing: id  3 | task 7517 | n_gen =   2373, tg =  52.14 t/s, tg_3s =  55.47 t/s
6.51.417.774 I slot print_timing: id  4 | task 7518 | n_gen =   2283, tg =  50.16 t/s, tg_3s =  50.87 t/s
6.51.418.114 I slot print_timing: id  5 | task 7519 | n_gen =   2149, tg =  47.22 t/s, tg_3s =  52.53 t/s
6.54.365.127 I slot print_timing: id  0 | task 7516 | n_gen =   2420, tg =  49.94 t/s, tg_3s =  56.27 t/s
6.54.366.009 I slot print_timing: id  1 | task 7522 | n_gen =   2464, tg =  50.85 t/s, tg_3s =  50.27 t/s
6.54.366.572 I slot print_timing: id  2 | task 7520 | n_gen =   2314, tg =  47.75 t/s, tg_3s =  50.27 t/s
6.54.421.198 I slot print_timing: id  3 | task 7517 | n_gen =   2548, tg =  52.52 t/s, tg_3s =  58.26 t/s
6.54.421.550 I slot print_timing: id  4 | task 7518 | n_gen =   2430, tg =  50.09 t/s, tg_3s =  48.94 t/s
6.54.421.900 I slot print_timing: id  5 | task 7519 | n_gen =   2295, tg =  47.30 t/s, tg_3s =  48.61 t/s
6.57.376.259 I slot print_timing: id  0 | task 7516 | n_gen =   2572, tg =  49.97 t/s, tg_3s =  50.48 t/s
6.57.376.838 I slot print_timing: id  1 | task 7522 | n_gen =   2622, tg =  50.94 t/s, tg_3s =  52.48 t/s
6.57.377.682 I slot print_timing: id  2 | task 7520 | n_gen =   2497, tg =  48.51 t/s, tg_3s =  60.77 t/s
6.57.431.502 I slot print_timing: id  3 | task 7517 | n_gen =   2710, tg =  52.60 t/s, tg_3s =  53.82 t/s
6.57.431.839 I slot print_timing: id  4 | task 7518 | n_gen =   2589, tg =  50.25 t/s, tg_3s =  52.82 t/s
6.57.432.190 I slot print_timing: id  5 | task 7519 | n_gen =   2477, tg =  48.07 t/s, tg_3s =  60.46 t/s
7.00.398.614 I slot print_timing: id  0 | task 7516 | n_gen =   2747, tg =  50.41 t/s, tg_3s =  57.90 t/s
7.00.399.495 I slot print_timing: id  1 | task 7522 | n_gen =   2772, tg =  50.87 t/s, tg_3s =  49.63 t/s
7.00.400.193 I slot print_timing: id  2 | task 7520 | n_gen =   2656, tg =  48.74 t/s, tg_3s =  52.61 t/s
7.00.454.830 I slot print_timing: id  3 | task 7517 | n_gen =   2887, tg =  52.93 t/s, tg_3s =  58.54 t/s
7.00.455.343 I slot print_timing: id  4 | task 7518 | n_gen =   2746, tg =  50.34 t/s, tg_3s =  51.93 t/s
7.00.455.845 I slot print_timing: id  5 | task 7519 | n_gen =   2617, tg =  47.97 t/s, tg_3s =  46.30 t/s
7.03.414.003 I slot print_timing: id  0 | task 7516 | n_gen =   2930, tg =  50.95 t/s, tg_3s =  60.69 t/s
7.03.414.358 I slot print_timing: id  1 | task 7522 | n_gen =   2920, tg =  50.78 t/s, tg_3s =  49.09 t/s
7.03.414.863 I slot print_timing: id  2 | task 7520 | n_gen =   2825, tg =  49.12 t/s, tg_3s =  56.06 t/s
7.03.469.782 I slot print_timing: id  3 | task 7517 | n_gen =   3059, tg =  53.14 t/s, tg_3s =  57.05 t/s
7.03.470.247 I slot print_timing: id  4 | task 7518 | n_gen =   2925, tg =  50.81 t/s, tg_3s =  59.37 t/s
7.03.470.861 I slot print_timing: id  5 | task 7519 | n_gen =   2763, tg =  48.00 t/s, tg_3s =  48.42 t/s
7.06.425.793 I slot print_timing: id  0 | task 7516 | n_gen =   3089, tg =  51.04 t/s, tg_3s =  52.79 t/s
7.06.426.622 I slot print_timing: id  1 | task 7522 | n_gen =   3095, tg =  51.14 t/s, tg_3s =  58.10 t/s
7.06.427.241 I slot print_timing: id  2 | task 7520 | n_gen =   3011, tg =  49.75 t/s, tg_3s =  61.75 t/s
7.06.480.613 I slot print_timing: id  3 | task 7517 | n_gen =   3222, tg =  53.19 t/s, tg_3s =  54.14 t/s
7.06.481.073 I slot print_timing: id  4 | task 7518 | n_gen =   3097, tg =  51.13 t/s, tg_3s =  57.13 t/s
7.06.481.680 I slot print_timing: id  5 | task 7519 | n_gen =   2917, tg =  48.15 t/s, tg_3s =  51.15 t/s
7.09.458.830 I slot print_timing: id  0 | task 7516 | n_gen =   3286, tg =  51.71 t/s, tg_3s =  64.95 t/s
7.09.459.578 I slot print_timing: id  1 | task 7522 | n_gen =   3252, tg =  51.17 t/s, tg_3s =  51.76 t/s
7.09.460.351 I slot print_timing: id  2 | task 7520 | n_gen =   3180, tg =  50.04 t/s, tg_3s =  55.72 t/s
7.09.514.075 I slot print_timing: id  3 | task 7517 | n_gen =   3359, tg =  52.81 t/s, tg_3s =  45.16 t/s
7.09.514.464 I slot print_timing: id  4 | task 7518 | n_gen =   3258, tg =  51.22 t/s, tg_3s =  53.08 t/s
7.09.515.487 I slot print_timing: id  5 | task 7519 | n_gen =   3069, tg =  48.25 t/s, tg_3s =  50.10 t/s
7.12.483.262 I slot print_timing: id  0 | task 7516 | n_gen =   3449, tg =  51.80 t/s, tg_3s =  53.89 t/s
7.12.483.822 I slot print_timing: id  1 | task 7522 | n_gen =   3394, tg =  50.98 t/s, tg_3s =  46.95 t/s
7.12.484.191 I slot print_timing: id  2 | task 7520 | n_gen =   3345, tg =  50.24 t/s, tg_3s =  54.57 t/s
7.12.539.202 I slot print_timing: id  3 | task 7517 | n_gen =   3519, tg =  52.81 t/s, tg_3s =  52.89 t/s
7.12.539.766 I slot print_timing: id  4 | task 7518 | n_gen =   3433, tg =  51.52 t/s, tg_3s =  57.85 t/s
7.12.540.459 I slot print_timing: id  5 | task 7519 | n_gen =   3264, tg =  48.98 t/s, tg_3s =  64.46 t/s
7.15.525.867 I slot print_timing: id  0 | task 7516 | n_gen =   3633, tg =  52.18 t/s, tg_3s =  60.47 t/s
7.15.526.556 I slot print_timing: id  1 | task 7522 | n_gen =   3553, tg =  51.03 t/s, tg_3s =  52.26 t/s
7.15.527.520 I slot print_timing: id  2 | task 7520 | n_gen =   3497, tg =  50.23 t/s, tg_3s =  49.95 t/s
7.15.582.540 I slot print_timing: id  3 | task 7517 | n_gen =   3696, tg =  53.05 t/s, tg_3s =  58.16 t/s
7.15.583.017 I slot print_timing: id  4 | task 7518 | n_gen =   3585, tg =  51.45 t/s, tg_3s =  49.95 t/s
7.15.583.815 I slot print_timing: id  5 | task 7519 | n_gen =   3436, tg =  49.31 t/s, tg_3s =  56.52 t/s
7.18.539.108 I slot print_timing: id  0 | task 7516 | n_gen =   3800, tg =  52.32 t/s, tg_3s =  55.42 t/s
7.18.539.789 I slot print_timing: id  1 | task 7522 | n_gen =   3723, tg =  51.26 t/s, tg_3s =  56.42 t/s
7.18.540.108 I slot print_timing: id  2 | task 7520 | n_gen =   3653, tg =  50.29 t/s, tg_3s =  51.78 t/s
7.18.596.146 I slot print_timing: id  3 | task 7517 | n_gen =   3856, tg =  53.05 t/s, tg_3s =  53.09 t/s
7.18.596.767 I slot print_timing: id  4 | task 7518 | n_gen =   3756, tg =  51.67 t/s, tg_3s =  56.74 t/s
7.18.597.213 I slot print_timing: id  5 | task 7519 | n_gen =   3604, tg =  49.58 t/s, tg_3s =  55.75 t/s
7.21.586.672 I slot print_timing: id  0 | task 7516 | n_gen =   3953, tg =  52.23 t/s, tg_3s =  50.20 t/s
7.21.587.175 I slot print_timing: id  1 | task 7522 | n_gen =   3871, tg =  51.15 t/s, tg_3s =  48.57 t/s
7.21.587.822 I slot print_timing: id  2 | task 7520 | n_gen =   3816, tg =  50.42 t/s, tg_3s =  53.48 t/s
7.21.643.266 I slot print_timing: id  3 | task 7517 | n_gen =   4010, tg =  52.95 t/s, tg_3s =  50.54 t/s
7.21.643.735 I slot print_timing: id  4 | task 7518 | n_gen =   3923, tg =  51.80 t/s, tg_3s =  54.81 t/s
7.21.644.649 I slot print_timing: id  5 | task 7519 | n_gen =   3763, tg =  49.68 t/s, tg_3s =  52.18 t/s
7.24.602.450 I slot print_timing: id  0 | task 7516 | n_gen =   4108, tg =  52.20 t/s, tg_3s =  51.40 t/s
7.24.602.884 I slot print_timing: id  1 | task 7522 | n_gen =   4045, tg =  51.40 t/s, tg_3s =  57.70 t/s
7.24.603.244 I slot print_timing: id  2 | task 7520 | n_gen =   3990, tg =  50.70 t/s, tg_3s =  57.70 t/s
7.24.659.387 I slot print_timing: id  3 | task 7517 | n_gen =   4174, tg =  53.00 t/s, tg_3s =  54.37 t/s
7.24.659.881 I slot print_timing: id  4 | task 7518 | n_gen =   4104, tg =  52.11 t/s, tg_3s =  60.01 t/s
7.24.660.536 I slot print_timing: id  5 | task 7519 | n_gen =   3924, tg =  49.83 t/s, tg_3s =  53.38 t/s
7.27.629.730 I slot print_timing: id  0 | task 7516 | n_gen =   4284, tg =  52.42 t/s, tg_3s =  58.14 t/s
7.27.630.472 I slot print_timing: id  1 | task 7522 | n_gen =   4210, tg =  51.51 t/s, tg_3s =  54.50 t/s
7.27.630.998 I slot print_timing: id  2 | task 7520 | n_gen =   4148, tg =  50.76 t/s, tg_3s =  52.18 t/s
7.27.686.413 I slot print_timing: id  3 | task 7517 | n_gen =   4364, tg =  53.36 t/s, tg_3s =  62.77 t/s
7.27.687.672 I slot print_timing: id  4 | task 7518 | n_gen =   4291, tg =  52.47 t/s, tg_3s =  61.76 t/s
7.27.688.000 I slot print_timing: id  5 | task 7519 | n_gen =   4098, tg =  50.11 t/s, tg_3s =  57.47 t/s
7.30.643.206 I slot print_timing: id  0 | task 7516 | n_gen =   4437, tg =  52.36 t/s, tg_3s =  50.77 t/s
7.30.643.731 I slot print_timing: id  1 | task 7522 | n_gen =   4368, tg =  51.55 t/s, tg_3s =  52.43 t/s
7.30.644.545 I slot print_timing: id  2 | task 7520 | n_gen =   4313, tg =  50.90 t/s, tg_3s =  54.75 t/s
7.30.699.578 I slot print_timing: id  3 | task 7517 | n_gen =   4515, tg =  53.25 t/s, tg_3s =  50.11 t/s
7.30.700.372 I slot print_timing: id  4 | task 7518 | n_gen =   4456, tg =  52.55 t/s, tg_3s =  54.77 t/s
7.30.700.828 I slot print_timing: id  5 | task 7519 | n_gen =   4239, tg =  49.99 t/s, tg_3s =  46.80 t/s
7.33.681.114 I slot print_timing: id  0 | task 7516 | n_gen =   4603, tg =  52.44 t/s, tg_3s =  54.64 t/s
7.33.681.621 I slot print_timing: id  1 | task 7522 | n_gen =   4536, tg =  51.68 t/s, tg_3s =  55.30 t/s
7.33.682.254 I slot print_timing: id  2 | task 7520 | n_gen =   4477, tg =  51.01 t/s, tg_3s =  53.99 t/s
7.33.738.616 I slot print_timing: id  3 | task 7517 | n_gen =   4663, tg =  53.09 t/s, tg_3s =  48.70 t/s
7.33.739.541 I slot print_timing: id  4 | task 7518 | n_gen =   4632, tg =  52.74 t/s, tg_3s =  57.91 t/s
7.33.740.294 I slot print_timing: id  5 | task 7519 | n_gen =   4390, tg =  49.98 t/s, tg_3s =  49.68 t/s
7.36.714.114 I slot print_timing: id  0 | task 7516 | n_gen =   4764, tg =  52.46 t/s, tg_3s =  53.08 t/s
7.36.714.770 I slot print_timing: id  1 | task 7522 | n_gen =   4674, tg =  51.47 t/s, tg_3s =  45.50 t/s
7.36.715.106 I slot print_timing: id  2 | task 7520 | n_gen =   4633, tg =  51.02 t/s, tg_3s =  51.44 t/s
7.36.771.958 I slot print_timing: id  3 | task 7517 | n_gen =   4828, tg =  53.13 t/s, tg_3s =  54.40 t/s
7.36.773.041 I slot print_timing: id  4 | task 7518 | n_gen =   4786, tg =  52.67 t/s, tg_3s =  50.77 t/s
7.36.773.355 I slot print_timing: id  5 | task 7519 | n_gen =   4531, tg =  49.86 t/s, tg_3s =  46.49 t/s
7.39.715.676 I slot print_timing: id  0 | task 7516 | n_gen =   4945, tg =  52.71 t/s, tg_3s =  60.30 t/s
7.39.716.328 I slot print_timing: id  1 | task 7522 | n_gen =   4857, tg =  51.77 t/s, tg_3s =  60.97 t/s
7.39.716.672 I slot print_timing: id  2 | task 7520 | n_gen =   4779, tg =  50.94 t/s, tg_3s =  48.64 t/s
7.39.826.975 I slot print_timing: id  3 | task 7517 | n_gen =   4985, tg =  53.08 t/s, tg_3s =  51.39 t/s
7.39.827.432 I slot print_timing: id  4 | task 7518 | n_gen =   4970, tg =  52.92 t/s, tg_3s =  60.24 t/s
7.39.828.504 I slot print_timing: id  5 | task 7519 | n_gen =   4699, tg =  50.03 t/s, tg_3s =  54.99 t/s
7.42.740.056 I slot print_timing: id  0 | task 7516 | n_gen =   5128, tg =  52.96 t/s, tg_3s =  60.51 t/s
7.42.740.939 I slot print_timing: id  1 | task 7522 | n_gen =   5041, tg =  52.06 t/s, tg_3s =  60.83 t/s
7.42.741.804 I slot print_timing: id  2 | task 7520 | n_gen =   4929, tg =  50.90 t/s, tg_3s =  49.58 t/s
7.42.855.147 I slot print_timing: id  3 | task 7517 | n_gen =   5163, tg =  53.26 t/s, tg_3s =  58.78 t/s
7.42.855.608 I slot print_timing: id  4 | task 7518 | n_gen =   5134, tg =  52.96 t/s, tg_3s =  54.16 t/s
7.42.856.061 I slot print_timing: id  5 | task 7519 | n_gen =   4864, tg =  50.17 t/s, tg_3s =  54.50 t/s
7.45.776.767 I slot print_timing: id  0 | task 7516 | n_gen =   5321, tg =  53.28 t/s, tg_3s =  63.56 t/s
7.45.777.372 I slot print_timing: id  1 | task 7522 | n_gen =   5227, tg =  52.34 t/s, tg_3s =  61.26 t/s
7.45.778.673 I slot print_timing: id  2 | task 7520 | n_gen =   5079, tg =  50.86 t/s, tg_3s =  49.39 t/s
7.45.890.874 I slot print_timing: id  3 | task 7517 | n_gen =   5338, tg =  53.39 t/s, tg_3s =  57.65 t/s
7.45.891.336 I slot print_timing: id  4 | task 7518 | n_gen =   5303, tg =  53.04 t/s, tg_3s =  55.67 t/s
7.45.891.789 I slot print_timing: id  5 | task 7519 | n_gen =   5036, tg =  50.37 t/s, tg_3s =  56.66 t/s
7.48.800.340 I slot print_timing: id  0 | task 7516 | n_gen =   5483, tg =  53.29 t/s, tg_3s =  53.58 t/s
7.48.801.481 I slot print_timing: id  1 | task 7522 | n_gen =   5395, tg =  52.43 t/s, tg_3s =  55.55 t/s
7.48.802.118 I slot print_timing: id  2 | task 7520 | n_gen =   5236, tg =  50.89 t/s, tg_3s =  51.93 t/s
7.48.912.937 I slot print_timing: id  3 | task 7517 | n_gen =   5483, tg =  53.23 t/s, tg_3s =  47.98 t/s
7.48.913.402 I slot print_timing: id  4 | task 7518 | n_gen =   5475, tg =  53.15 t/s, tg_3s =  56.91 t/s
7.48.914.163 I slot print_timing: id  5 | task 7519 | n_gen =   5227, tg =  50.74 t/s, tg_3s =  63.20 t/s
7.51.847.816 I slot print_timing: id  0 | task 7516 | n_gen =   5685, tg =  53.66 t/s, tg_3s =  66.28 t/s
7.51.848.491 I slot print_timing: id  1 | task 7522 | n_gen =   5575, tg =  52.62 t/s, tg_3s =  59.07 t/s
7.51.849.134 I slot print_timing: id  2 | task 7520 | n_gen =   5387, tg =  50.85 t/s, tg_3s =  49.56 t/s
7.51.960.376 I slot print_timing: id  3 | task 7517 | n_gen =   5645, tg =  53.23 t/s, tg_3s =  53.16 t/s
7.51.961.006 I slot print_timing: id  4 | task 7518 | n_gen =   5631, tg =  53.10 t/s, tg_3s =  51.19 t/s
7.51.961.462 I slot print_timing: id  5 | task 7519 | n_gen =   5390, tg =  50.82 t/s, tg_3s =  53.49 t/s
7.54.901.589 I slot print_timing: id  0 | task 7516 | n_gen =   5893, tg =  54.07 t/s, tg_3s =  68.11 t/s
7.54.902.150 I slot print_timing: id  1 | task 7522 | n_gen =   5728, tg =  52.55 t/s, tg_3s =  50.10 t/s
7.54.903.135 I slot print_timing: id  2 | task 7520 | n_gen =   5552, tg =  50.94 t/s, tg_3s =  54.03 t/s
7.54.961.867 I slot print_timing: id  3 | task 7517 | n_gen =   5799, tg =  53.18 t/s, tg_3s =  51.31 t/s
7.54.962.223 I slot print_timing: id  4 | task 7518 | n_gen =   5789, tg =  53.08 t/s, tg_3s =  52.65 t/s
7.54.962.583 I slot print_timing: id  5 | task 7519 | n_gen =   5559, tg =  50.97 t/s, tg_3s =  56.31 t/s
7.57.957.835 I slot print_timing: id  0 | task 7516 | n_gen =   6081, tg =  54.27 t/s, tg_3s =  61.51 t/s
7.57.958.828 I slot print_timing: id  1 | task 7522 | n_gen =   5929, tg =  52.91 t/s, tg_3s =  65.76 t/s
7.57.959.922 I slot print_timing: id  2 | task 7520 | n_gen =   5725, tg =  51.09 t/s, tg_3s =  56.60 t/s
7.58.021.968 I slot print_timing: id  3 | task 7517 | n_gen =   5931, tg =  52.90 t/s, tg_3s =  43.14 t/s
7.58.022.276 I slot print_timing: id  4 | task 7518 | n_gen =   5931, tg =  52.90 t/s, tg_3s =  46.40 t/s
7.58.022.730 I slot print_timing: id  5 | task 7519 | n_gen =   5736, tg =  51.16 t/s, tg_3s =  57.84 t/s
7.58.648.132 I slot print_timing: id  0 | task 7516 | prompt eval time =     497.63 ms /    59 tokens (    8.43 ms per token,   118.56 tokens per second)
7.58.648.135 I slot print_timing: id  0 | task 7516 |        eval time =  112722.60 ms /  6132 tokens (   18.39 ms per token,    54.39 tokens per second)
7.58.648.135 I slot print_timing: id  0 | task 7516 |       total time =  113220.22 ms /  6191 tokens
7.58.648.136 I slot print_timing: id  0 | task 7516 |    graphs reused =       7225
7.58.648.140 I slot print_timing: id  0 | task 7516 | draft acceptance = 0.32015 ( 4032 accepted / 12594 generated), mean len =  2.92
7.58.648.188 I slot      release: id  0 | task 7516 | stop processing: n_tokens = 6190, truncated = 0
7.58.652.348 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.119 (> 0.100 thold), f_keep = 0.001
7.58.772.625 I slot launch_slot_: id  0 | task 7521 | processing task, is_child = 0
8.00.982.936 I slot print_timing: id  1 | task 7522 | n_gen =   6129, tg =  53.26 t/s, tg_3s =  66.14 t/s
8.00.984.191 I slot print_timing: id  2 | task 7520 | n_gen =   5873, tg =  51.04 t/s, tg_3s =  48.94 t/s
8.01.040.241 I slot print_timing: id  3 | task 7517 | n_gen =   6082, tg =  52.83 t/s, tg_3s =  50.03 t/s
8.01.040.733 I slot print_timing: id  4 | task 7518 | n_gen =   6063, tg =  52.66 t/s, tg_3s =  43.73 t/s
8.01.041.661 I slot print_timing: id  5 | task 7519 | n_gen =   5901, tg =  51.25 t/s, tg_3s =  54.66 t/s
8.02.006.108 I slot print_timing: id  0 | task 7521 | n_gen =    133, tg =  43.54 t/s, tg_3s =  43.87 t/s
8.02.411.090 I slot print_timing: id  4 | task 7518 | prompt eval time =     473.36 ms /    61 tokens (    7.76 ms per token,   128.86 tokens per second)
8.02.411.093 I slot print_timing: id  4 | task 7518 |        eval time =  116484.20 ms /  6146 tokens (   18.96 ms per token,    52.75 tokens per second)
8.02.411.093 I slot print_timing: id  4 | task 7518 |       total time =  116957.56 ms /  6207 tokens
8.02.411.094 I slot print_timing: id  4 | task 7518 |    graphs reused =       7283
8.02.411.097 I slot print_timing: id  4 | task 7518 | draft acceptance = 0.30757 ( 3988 accepted / 12966 generated), mean len =  2.85
8.02.411.125 I slot      release: id  4 | task 7518 | stop processing: n_tokens = 6210, truncated = 0
8.02.411.927 I slot get_availabl: id  4 | task -1 | selected slot by LRU, t_last = 4859395655602
8.02.529.221 I slot launch_slot_: id  4 | task 7523 | processing task, is_child = 0
8.03.990.861 I slot print_timing: id  1 | task 7522 | n_gen =   6282, tg =  53.20 t/s, tg_3s =  50.87 t/s
8.03.991.357 I slot print_timing: id  2 | task 7520 | n_gen =   6018, tg =  50.96 t/s, tg_3s =  48.22 t/s
8.04.049.434 I slot print_timing: id  3 | task 7517 | n_gen =   6223, tg =  52.67 t/s, tg_3s =  46.86 t/s
8.04.050.341 I slot print_timing: id  5 | task 7519 | n_gen =   6067, tg =  51.35 t/s, tg_3s =  55.17 t/s
8.05.016.796 I slot print_timing: id  0 | task 7521 | n_gen =    230, tg =  37.90 t/s, tg_3s =  32.22 t/s
8.05.304.262 I slot print_timing: id  5 | task 7519 | prompt eval time =     468.36 ms /    63 tokens (    7.43 ms per token,   134.51 tokens per second)
8.05.304.265 I slot print_timing: id  5 | task 7519 |        eval time =  119377.04 ms /  6147 tokens (   19.42 ms per token,    51.48 tokens per second)
8.05.304.266 I slot print_timing: id  5 | task 7519 |       total time =  119845.40 ms /  6210 tokens
8.05.304.267 I slot print_timing: id  5 | task 7519 |    graphs reused =       7324
8.05.304.270 I slot print_timing: id  5 | task 7519 | draft acceptance = 0.29767 ( 3940 accepted / 13236 generated), mean len =  2.79
8.05.304.300 I slot      release: id  5 | task 7519 | stop processing: n_tokens = 6209, truncated = 0
8.05.872.271 I slot print_timing: id  4 | task 7523 | n_gen =    145, tg =  47.71 t/s, tg_3s =  48.04 t/s
8.06.995.515 I slot print_timing: id  1 | task 7522 | n_gen =   6478, tg =  53.50 t/s, tg_3s =  65.23 t/s
8.06.996.161 I slot print_timing: id  2 | task 7520 | n_gen =   6188, tg =  51.10 t/s, tg_3s =  56.58 t/s
8.07.098.856 I slot print_timing: id  3 | task 7517 | n_gen =   6382, tg =  52.66 t/s, tg_3s =  52.14 t/s
8.08.062.565 I slot print_timing: id  0 | task 7521 | n_gen =    370, tg =  40.60 t/s, tg_3s =  45.97 t/s
8.08.887.703 I slot print_timing: id  4 | task 7523 | n_gen =    273, tg =  45.08 t/s, tg_3s =  42.45 t/s
8.10.010.510 I slot print_timing: id  1 | task 7522 | n_gen =   6677, tg =  53.80 t/s, tg_3s =  66.00 t/s
8.10.010.884 I slot print_timing: id  2 | task 7520 | n_gen =   6372, tg =  51.34 t/s, tg_3s =  61.03 t/s
8.10.113.652 I slot print_timing: id  3 | task 7517 | n_gen =   6558, tg =  52.80 t/s, tg_3s =  58.38 t/s
8.11.083.717 I slot print_timing: id  0 | task 7521 | n_gen =    504, tg =  41.54 t/s, tg_3s =  44.35 t/s
8.11.906.182 I slot print_timing: id  4 | task 7523 | n_gen =    404, tg =  44.52 t/s, tg_3s =  43.40 t/s
8.13.037.897 I slot print_timing: id  1 | task 7522 | n_gen =   6898, tg =  54.26 t/s, tg_3s =  73.00 t/s
